,pol_number,gender,credit_score,area,traffic_index,veh_age,veh_body,veh_value,numclaims,claimcst0,age_at_eff_dt
24867,22068478,F,673.0,D,0.0,2,SEDAN,1.782,0,0.0,43
24868,54744406,F,674.0,C,112.5,3,TRUCK,2.64,0,0.0,41
24869,45543969,F,781.0,C,123.0,3,STNWG,2.255,0,0.0,38
24870,65037414,F,611.0,B,111.9,1,SEDAN,2.475,0,0.0,62
24871,53401232,M,831.0,A,96.6,3,SEDAN,1.716,0,0.0,68
24872,82600878,M,657.0,C,105.0,1,HBACK,2.046,1,489.2069119,53
24873,61184265,M,837.0,E,34.5,4,UTE,0.913,0,0.0,30
24875,68025901,F,728.0,C,126.0,3,HBACK,0.836,0,0.0,47
24876,56849305,F,806.0,B,127.5,2,SEDAN,2.002,0,0.0,79
24877,70517431,F,843.0,B,97.3,1,HBACK,1.947,0,0.0,65
24878,85776124,M,328.0,A,85.6,1,STNWG,4.895,1,16405.14473,27
24879,82438005,M,817.0,A,129.6,3,SEDAN,0.869,0,0.0,65
24880,68673553,F,693.0,C,147.0,4,SEDAN,0.495,0,0.0,54
24882,53333707,F,656.0,B,116.6,1,SEDAN,2.695,0,0.0,52
24883,82034124,M,576.0,A,77.1,2,SEDAN,2.409,0,0.0,42
24884,16948504,F,531.0,C,138.0,3,CONVT,1.815,0,0.0,31
24886,48633119,M,456.0,B,150.8,4,SEDAN,0.803,0,0.0,44
24887,52844760,M,537.0,B,120.2,1,SEDAN,2.3089,0,0.0,32
24888,45304028,F,757.0,B,115.1,2,SEDAN,1.936,0,0.0,70
24889,73863615,M,673.0,C,150.0,1,SEDAN,2.046,0,0.0,51
24890,28801806,M,450.0,A,77.2,4,STNWG,1.903,0,0.0,33
24892,40289405,F,752.0,A,102.8,2,HBACK,1.1,0,0.0,30
24893,21681408,F,482.0,D,141.6,4,STNWG,2.64,0,0.0,39
24894,51178385,M,788.0,A,83.7,3,SEDAN,3.762,0,0.0,63
24895,27734221,M,778.0,A,97.6,4,STNWG,1.529,0,0.0,47
24896,33042750,F,654.0,A,58.7,4,SEDAN,0.605,0,0.0,44
24897,85360154,F,787.0,B,116.2,3,HBACK,1.243,0,0.0,31
24898,65223986,F,813.0,C,79.5,2,STNWG,4.389,0,0.0,50
24901,28793730,F,336.0,B,151.1,4,SEDAN,0.781,0,0.0,33
24902,79352587,F,341.0,E,57.0,1,SEDAN,2.629,0,0.0,78
24903,93691266,F,744.0,C,108.0,4,UTE,1.452,0,0.0,45
24904,52809527,M,781.0,A,105.7,3,SEDAN,1.815,0,0.0,65
24905,29184584,F,667.0,C,145.5,1,HBACK,1.43,0,0.0,41
24906,95389736,M,617.0,B,145.6,2,UTE,2.651,0,0.0,49
24907,44194861,M,814.0,C,150.0,3,HBACK,1.507,0,0.0,53
24908,29409965,M,817.0,A,117.8,4,HBACK,0.561,0,0.0,61
24909,31472307,M,776.0,C,121.5,3,SEDAN,1.573,0,0.0,64
24910,62620716,F,305.0,E,63.0,4,HBACK,0.407,1,2473.161277,86
24911,89959331,F,387.0,D,76.7,4,HBACK,0.275,0,0.0,78
24912,39626679,F,787.0,A,94.5,1,STNWG,2.97,0,0.0,52
24913,64233888,F,605.0,A,49.0,2,STNWG,3.542,0,0.0,31
24914,37960360,F,663.0,B,139.9,2,SEDAN,2.002,0,0.0,51
24915,60858527,F,808.0,F,122.0,4,HDTOP,1.397,0,0.0,39
24916,49933423,M,783.0,A,58.0,2,SEDAN,1.881,0,0.0,64
24917,37427186,F,736.0,A,71.0,2,SEDAN,2.222,0,0.0,31
24918,12326188,F,635.0,B,104.9,3,SEDAN,1.782,0,0.0,46
24919,48450555,M,671.0,A,73.6,4,HDTOP,1.65,0,0.0,39
24920,56876960,F,680.0,A,104.4,3,HBACK,1.056,0,0.0,55
24921,47601574,M,665.0,C,126.0,3,HBACK,0.825,0,0.0,34
24922,39071967,M,510.0,B,102.4,3,SEDAN,1.54,1,2434.050935,80
24923,15801246,M,617.0,A,92.9,2,HBACK,1.628,0,0.0,25
24924,71251274,M,817.0,D,84.7,2,HBACK,1.1,3,906.6510051,43
24925,72494174,F,840.0,B,125.9,3,SEDAN,1.716,0,0.0,43
24926,25687174,F,381.0,C,136.5,3,HBACK,1.342,1,610.8234245,39
24927,73244963,F,827.0,A,66.6,3,SEDAN,1.034,1,188.8061595,59
24928,62786672,F,722.0,A,112.2,2,STNWG,2.321,0,0.0,65
24929,25957042,F,427.0,D,110.7,3,HBACK,0.869,1,2685.321848,37
24930,19211221,F,740.0,A,75.0,1,STNWG,7.304,0,0.0,56
24931,80004435,F,740.0,C,102.0,1,STNWG,4.1349,0,0.0,69
24933,44601724,F,809.0,A,54.2,3,STNWG,3.674,0,0.0,62
24934,12593648,F,474.0,C,129.0,1,HBACK,1.606,0,0.0,26
24935,50741141,M,814.0,C,132.0,2,STNWG,1.716,0,0.0,55
24936,34520567,M,631.0,C,141.0,4,HBACK,0.33,1,126.6254819,59
24937,93491160,M,846.0,E,70.5,3,TRUCK,2.739,0,0.0,59
24938,34366864,F,820.0,B,148.7,4,HBACK,0.88,0,0.0,65
24939,17426961,M,795.0,A,100.1,3,HBACK,1.232,0,0.0,57
24940,44781843,F,307.0,E,25.5,3,HBACK,0.979,2,12738.39397,47
24941,57668344,M,822.0,C,144.0,3,SEDAN,1.331,0,0.0,43
24942,71147452,M,803.0,C,135.0,4,STNWG,0.902,0,0.0,52
24943,85367609,F,761.0,A,87.0,3,SEDAN,1.749,0,0.0,69
24944,38449956,F,539.0,E,37.5,3,STNWG,4.565,0,0.0,38
24945,75636364,M,518.0,A,70.3,2,UTE,3.41,0,0.0,46
24946,67492702,F,644.0,D,92.6,2,SEDAN,1.683,0,0.0,54
24947,56480675,M,801.0,B,112.1,2,SEDAN,1.947,0,0.0,79
24948,83724873,F,597.0,C,139.5,2,HBACK,1.353,0,0.0,56
24949,88039347,M,832.0,D,142.3,2,SEDAN,1.892,0,0.0,59
24950,80328679,F,799.0,D,137.8,4,STNWG,1.573,0,0.0,78
24951,94596398,F,639.0,B,93.8,4,STNWG,1.089,0,0.0,66
24953,95369459,M,788.0,A,88.2,3,SEDAN,3.003,0,0.0,69
24954,68119496,F,828.0,A,79.7,4,SEDAN,1.309,0,0.0,66
24955,27636145,F,342.0,A,84.0,3,SEDAN,1.243,0,0.0,45
24956,22760907,M,840.0,B,85.0,3,PANVN,1.474,1,585.6373731,47
24958,14102039,M,625.0,C,142.5,1,SEDAN,2.6378,0,0.0,40
24959,63438334,F,527.0,D,97.7,2,UTE,1.87,0,0.0,68
24960,57556908,M,610.0,C,145.5,3,SEDAN,1.76,0,0.0,55
24961,49320700,F,658.0,C,139.5,4,SEDAN,0.385,0,0.0,44
24962,30914230,M,790.0,C,133.5,4,MIBUS,1.21,0,0.0,63
24963,57612114,F,551.0,B,94.9,1,SEDAN,2.189,0,0.0,54
24964,12132416,F,712.0,C,150.0,3,SEDAN,1.595,0,0.0,85
24965,13142721,M,703.0,B,115.3,2,SEDAN,2.244,0,0.0,69
24966,43513045,F,845.0,A,70.2,1,SEDAN,2.222,0,0.0,73
24967,13175037,F,807.0,F,130.0,2,STNWG,3.542,0,0.0,31
24968,35829974,F,677.0,C,115.5,4,UTE,1.001,0,0.0,45
24969,44757079,M,368.0,D,164.3,4,STNWG,1.452,1,1299.529762,58
24970,75104099,F,508.0,C,136.5,3,STNWG,2.684,4,5155.648682,43
24971,34145165,F,674.0,D,88.9,4,STNWG,1.276,1,1110.936462,80
24972,88569354,M,478.0,D,86.8,4,UTE,1.221,1,1952.085556,38
24973,54937890,M,731.0,D,108.5,2,SEDAN,3.344,0,0.0,65
24974,27593233,M,814.0,A,66.8,4,STNWG,1.111,0,0.0,85
24975,66605504,M,526.0,B,82.6,2,HBACK,1.617,2,2363.989899,33
24976,92923219,M,452.0,B,159.0,3,SEDAN,1.001,0,0.0,46
24977,48476750,F,757.0,E,28.5,4,SEDAN,1.353,0,0.0,52
24978,30630667,M,806.0,D,77.9,2,STNWG,4.477,0,0.0,82
24979,83006189,M,722.0,C,91.5,3,STNWG,3.322,0,0.0,52
24980,85920505,F,554.0,B,136.1,2,SEDAN,1.98,0,0.0,68
24981,19264042,F,711.0,C,82.5,3,SEDAN,1.243,0,0.0,66
24982,32695793,M,697.0,A,71.1,3,HBACK,1.221,0,0.0,69
24983,84613046,M,787.0,C,112.5,4,PANVN,0.66,0,0.0,55
24985,77377959,M,429.0,C,121.5,4,MCARA,2.365,0,0.0,35
24986,29166802,F,581.0,C,132.0,4,SEDAN,1.54,0,0.0,41
24987,74770186,M,799.0,C,138.0,3,SEDAN,1.441,0,0.0,55
24988,87059625,F,772.0,A,86.4,3,SEDAN,0.935,0,0.0,65
24989,29422000,F,775.0,A,116.7,4,STNWG,0.891,0,0.0,46
24990,87602817,M,556.0,B,150.0,2,SEDAN,1.782,1,1836.490611,32
24991,16121275,F,826.0,C,147.0,1,HBACK,1.408,0,0.0,64
24992,43899526,M,682.0,A,94.1,3,STNWG,4.642,2,1798.072663,20
24994,20558315,F,762.0,C,147.0,4,SEDAN,0.374,0,0.0,44
24995,34223216,F,755.0,A,47.9,3,HBACK,0.858,0,0.0,64
24996,61120253,F,804.0,B,84.4,1,HBACK,1.496,0,0.0,59
24997,75522627,M,714.0,A,65.2,2,STNWG,4.213,0,0.0,65
24998,24597334,M,654.0,C,132.0,3,SEDAN,1.32,0,0.0,86
25000,25814778,F,829.0,B,141.7,1,STNWG,4.95,0,0.0,60
25001,36493732,F,661.0,A,54.8,3,STNWG,1.859,0,0.0,41
25002,50219037,F,780.0,C,139.5,4,STNWG,1.551,0,0.0,48
25003,61590932,M,787.0,A,67.0,3,UTE,2.046,0,0.0,61
25004,41609586,F,843.0,C,123.0,3,SEDAN,1.254,0,0.0,73
25005,35462464,F,637.0,F,108.0,3,STNWG,3.256,0,0.0,47
25006,27445304,M,716.0,B,90.0,4,SEDAN,1.089,0,0.0,45
25007,58210603,F,703.0,A,65.3,2,HBACK,1.221,0,0.0,55
25008,64371135,M,808.0,C,139.5,1,SEDAN,2.684,0,0.0,57
25009,76331093,F,821.0,C,121.5,3,SEDAN,1.023,0,0.0,61
25010,40520269,F,645.0,A,52.8,4,HBACK,0.594,0,0.0,47
25011,43698179,F,684.0,E,55.5,2,SEDAN,1.804,0,0.0,49
25012,14543795,M,641.0,A,73.3,1,STNWG,8.162,0,0.0,55
25013,83907776,F,845.0,C,99.0,3,SEDAN,1.089,0,0.0,79
25014,47261472,F,644.0,F,90.0,4,SEDAN,0.781,0,0.0,53
25015,12742422,F,607.0,A,60.9,3,HBACK,0.935,0,0.0,40
25016,89803428,F,324.0,B,63.3,3,SEDAN,2.354,0,0.0,65
25018,86805762,F,824.0,E,21.0,4,HBACK,0.506,0,0.0,80
25020,32158327,F,807.0,C,147.0,3,SEDAN,1.122,0,0.0,65
25021,72354323,M,533.0,E,19.5,1,HBACK,2.3089,1,6818.065774,56
25022,28534741,M,805.0,E,12.0,2,SEDAN,1.936,0,0.0,62
25023,33385200,F,770.0,A,101.0,4,SEDAN,0.781,0,0.0,54
25024,52155750,M,703.0,D,65.7,3,HBACK,1.012,0,0.0,56
25025,45009931,F,660.0,A,110.3,1,STNWG,7.161,0,0.0,55
25027,37417097,M,404.0,A,79.2,4,CONVT,6.798,0,0.0,53
25028,30878411,F,708.0,C,69.0,3,SEDAN,2.288,0,0.0,69
25029,33196120,F,773.0,A,86.5,1,SEDAN,2.4178,0,0.0,35
25030,51131542,M,790.0,E,30.0,3,SEDAN,1.166,0,0.0,69
25031,83864765,M,686.0,C,147.0,3,STNWG,2.838,0,0.0,54
25032,34093145,M,607.0,C,136.5,3,SEDAN,0.957,0,0.0,24
25033,74384394,F,656.0,C,148.5,4,STNWG,1.243,0,0.0,34
25034,89110363,M,816.0,C,150.0,1,SEDAN,2.794,0,0.0,37
25035,33551769,M,840.0,C,145.5,4,STNWG,1.408,0,0.0,83
25036,29162370,M,821.0,A,101.7,4,STNWG,0.902,0,0.0,42
25037,98041056,F,670.0,A,76.8,3,HBACK,1.078,0,0.0,36
25039,17516339,M,491.0,A,88.7,2,SEDAN,2.134,0,0.0,38
25040,94316663,M,782.0,B,185.2,4,UTE,1.43,0,0.0,62
25041,55409284,M,654.0,F,136.0,3,TRUCK,2.739,0,0.0,41
25042,40309001,F,733.0,D,64.3,4,HBACK,0.418,0,0.0,64
25043,75770281,M,661.0,A,130.3,3,SEDAN,1.518,0,0.0,46
25044,23410244,F,429.0,C,145.5,2,HBACK,1.309,0,0.0,70
25045,91211679,F,741.0,A,54.5,2,HBACK,1.408,0,0.0,45
25046,77281101,F,550.0,C,123.0,1,STNWG,3.146,2,5905.452042,31
25047,34115694,M,603.0,B,91.0,4,UTE,1.375,0,0.0,55
25048,68395224,F,616.0,F,124.0,3,SEDAN,1.573,0,0.0,43
25049,76002877,M,683.0,B,106.0,2,STNWG,2.838,0,0.0,57
25050,10329824,F,815.0,A,77.2,1,SEDAN,2.2,0,0.0,67
25052,38721345,F,737.0,C,139.5,1,STNWG,8.041,0,0.0,45
25053,75952397,F,515.0,D,95.7,3,SEDAN,0.891,0,0.0,78
25054,77573506,M,730.0,C,117.0,1,HBACK,2.079,0,0.0,68
25055,20368462,F,767.0,A,65.2,4,STNWG,2.046,0,0.0,44
25056,25950332,F,798.0,E,30.0,2,STNWG,4.191,0,0.0,68
25057,60550921,M,807.0,C,138.0,3,UTE,2.101,0,0.0,67
25058,72066472,F,490.0,B,157.5,1,SEDAN,1.903,1,7775.909727,48
25059,81398936,F,656.0,C,117.0,4,STNWG,1.507,0,0.0,54
25060,27486898,F,640.0,C,111.0,4,HBACK,1.353,0,0.0,56
25061,54080335,F,619.0,F,120.0,4,HDTOP,1.881,0,0.0,43
25062,56019374,F,818.0,C,133.5,4,SEDAN,0.319,0,0.0,43
25063,97906726,F,720.0,C,145.5,4,SEDAN,0.495,0,0.0,40
25065,69232560,F,829.0,C,139.5,3,SEDAN,1.397,1,360.1747812,60
25066,82632000,F,829.0,C,144.0,4,PANVN,0.506,0,0.0,60
25067,54746048,M,662.0,C,99.0,4,STNWG,1.969,0,0.0,46
25068,43211099,M,625.0,B,159.3,2,PANVN,2.123,2,1737.017724,25
25069,20969983,F,588.0,B,134.5,2,SEDAN,2.42,0,0.0,43
25070,50195485,M,774.0,D,92.9,3,TRUCK,3.443,0,0.0,62
25071,66978725,M,829.0,E,27.0,4,SEDAN,1.177,0,0.0,74
25072,77210083,M,849.0,B,89.7,2,STNWG,2.684,0,0.0,42
25073,96788880,M,662.0,E,36.0,3,UTE,2.013,0,0.0,54
25074,37185806,M,553.0,E,19.5,2,UTE,3.256,0,0.0,59
25075,60562491,M,558.0,D,130.8,1,STNWG,4.576,1,4729.084466,58
25076,69394448,F,785.0,A,89.0,3,HDTOP,1.54,0,0.0,48
25077,11104403,F,425.0,D,41.5,2,SEDAN,1.683,0,0.0,82
25078,58607673,M,502.0,A,101.6,4,SEDAN,0.55,1,468.5738824,54
25079,49120602,F,450.0,C,93.0,2,UTE,1.518,0,0.0,51
25080,20028857,M,618.0,C,121.5,1,STNWG,5.7596,0,0.0,36
25081,51151992,M,742.0,B,104.0,1,HBACK,2.09,0,0.0,49
25082,43085687,F,609.0,B,88.0,1,STNWG,6.3943,0,0.0,48
25083,10876496,F,676.0,A,71.5,3,STNWG,2.53,0,0.0,45
25085,28586860,F,425.0,B,94.8,3,HBACK,0.858,0,0.0,51
25086,60091999,M,575.0,D,6.3,2,TRUCK,3.377,3,29858.71124,70
25088,48229695,F,632.0,E,43.5,2,SEDAN,1.881,0,0.0,46
25089,42660208,M,832.0,A,71.2,3,HBACK,0.935,0,0.0,71
25091,93915261,F,698.0,C,123.0,3,HBACK,0.781,0,0.0,44
25092,52327123,M,770.0,A,99.1,3,SEDAN,1.496,0,0.0,80
25093,54399637,F,712.0,C,124.5,3,SEDAN,1.144,0,0.0,74
25095,35636188,F,417.0,C,145.5,3,HBACK,1.056,0,0.0,39
25096,77615509,M,782.0,C,145.5,1,HBACK,2.013,0,0.0,43
25097,66971352,F,641.0,E,33.0,2,STNWG,4.697,0,0.0,40
25099,22306560,M,773.0,C,117.0,2,PANVN,2.365,0,0.0,64
25100,24659363,F,788.0,A,32.1,4,SEDAN,0.803,0,0.0,56
25101,38623644,F,612.0,A,53.4,4,STNWG,0.517,0,0.0,49
25102,97479830,M,603.0,A,95.1,1,STNWG,5.676,0,0.0,52
25103,98406468,M,738.0,A,101.4,2,HBACK,1.661,0,0.0,86
25104,86170766,F,587.0,A,88.4,2,HBACK,2.024,1,361.0053869,36
25105,76236179,F,733.0,A,66.2,3,SEDAN,2.816,0,0.0,57
25106,67053283,M,435.0,C,129.0,4,SEDAN,0.451,0,0.0,83
25107,59232155,F,646.0,B,151.0,3,HBACK,1.023,0,0.0,56
25108,87319434,F,664.0,D,134.2,3,SEDAN,1.474,0,0.0,58
25109,67887312,M,390.0,A,67.6,2,STNWG,4.015,0,0.0,42
25110,42633258,F,311.0,C,103.5,2,HBACK,1.54,1,1585.194126,56
25111,44843556,M,354.0,A,44.2,4,STNWG,1.342,0,0.0,33
25112,30894475,F,321.0,C,139.5,3,STNWG,2.629,1,1044.048362,36
25113,32774188,F,636.0,C,130.5,2,HBACK,1.441,0,0.0,55
25114,39356308,M,836.0,A,48.5,4,HBACK,0.407,0,0.0,62
25115,14054487,M,402.0,E,82.5,4,SEDAN,0.803,0,0.0,33
25116,20026777,F,652.0,D,142.4,1,STNWG,6.061,0,0.0,40
25117,10694063,F,659.0,C,144.0,1,HBACK,2.3089,0,0.0,46
25118,39630660,M,797.0,E,16.5,3,TRUCK,2.464,0,0.0,66
25119,74853658,F,837.0,A,80.7,2,HBACK,1.111,0,0.0,80
25120,39264164,F,743.0,B,102.2,4,HDTOP,1.419,0,0.0,52
25122,58658070,F,831.0,C,120.0,2,HBACK,2.365,0,0.0,80
25124,87037565,F,404.0,C,120.0,1,STNWG,5.203,2,20321.94446,57
25125,67040201,M,461.0,B,137.3,4,SEDAN,1.243,1,2495.792295,90
25126,72813370,F,652.0,B,148.6,2,HBACK,1.342,0,0.0,42
25127,56573927,F,407.0,D,118.9,2,HBACK,1.936,1,4558.1753,35
25128,55061563,F,672.0,C,117.0,2,STNWG,4.708,0,0.0,55
25130,20641241,F,528.0,A,83.4,4,SEDAN,0.836,0,0.0,69
25131,93589921,M,415.0,C,123.0,3,SEDAN,1.419,0,0.0,56
25133,98920384,F,340.0,B,141.6,2,SEDAN,1.859,1,1533.54945,55
25134,81269661,M,805.0,B,101.6,3,HDTOP,2.222,1,4606.148274,70
25135,19195763,M,603.0,C,147.0,3,STNWG,3.135,0,0.0,41
25136,45292953,F,849.0,C,114.0,3,STNWG,1.265,0,0.0,48
25138,54256437,F,666.0,B,118.9,4,COUPE,1.584,0,0.0,43
25139,37875581,M,662.0,A,39.1,3,STNWG,2.629,0,0.0,51
25140,85604853,F,804.0,E,57.0,3,TRUCK,1.881,0,0.0,64
25141,86784950,F,616.0,B,134.1,1,RDSTR,4.477,0,0.0,67
25142,54732122,F,630.0,D,122.1,2,STNWG,4.587,0,0.0,42
25143,33828935,F,609.0,A,88.0,3,HBACK,1.705,0,0.0,34
25144,63290622,M,719.0,D,91.3,4,STNWG,1.54,0,0.0,27
25145,89770917,F,741.0,C,133.5,1,STNWG,4.488,0,0.0,31
25146,41121167,F,354.0,B,118.5,3,SEDAN,0.935,2,3925.261926,38
25147,91330598,M,674.0,D,119.7,4,STNWG,1.188,0,0.0,53
25148,81191653,F,610.0,C,117.0,1,SEDAN,2.948,0,0.0,35
25149,79970758,F,720.0,B,83.3,1,HBACK,2.453,0,0.0,52
25150,15255743,F,784.0,A,118.0,3,SEDAN,1.023,0,0.0,74
25151,81951523,M,628.0,A,82.0,3,SEDAN,2.442,3,1532.571899,47
25152,58894269,M,750.0,A,65.1,1,SEDAN,2.5289,0,0.0,51
25153,92253179,F,799.0,F,82.0,3,TRUCK,2.772,0,0.0,42
25154,37224785,F,843.0,D,136.4,3,HBACK,0.957,0,0.0,42
25155,74978818,M,604.0,B,152.1,3,STNWG,2.981,1,1061.392944,47
25156,54850787,F,436.0,C,142.5,3,HBACK,0.858,0,0.0,55
25157,41428936,F,660.0,F,136.0,2,STNWG,4.84,0,0.0,41
25158,79237037,M,827.0,B,113.0,4,SEDAN,0.583,0,0.0,59
25159,56155486,M,713.0,C,148.5,3,STNWG,3.982,0,0.0,60
25160,28070622,M,776.0,E,31.5,4,HDTOP,1.441,0,0.0,65
25161,51435916,M,649.0,A,78.3,4,SEDAN,0.451,1,177.2412926,49
25163,78217344,F,691.0,D,87.6,3,HBACK,0.869,0,0.0,46
25165,15624049,M,721.0,E,39.0,3,HDTOP,2.486,0,0.0,39
25166,30340554,F,847.0,A,74.6,3,HBACK,1.243,0,0.0,70
25167,69053843,F,495.0,B,130.1,3,HBACK,1.639,1,2635.297148,24
25168,22050863,M,672.0,C,129.0,4,TRUCK,1.056,0,0.0,53
25169,12616362,M,825.0,A,89.9,3,STNWG,2.794,0,0.0,25
25170,17307166,F,617.0,A,86.5,3,HBACK,1.342,0,0.0,46
25171,83057482,F,636.0,C,145.5,1,HBACK,1.77573,1,1034.379722,43
25172,79966582,M,805.0,A,82.1,2,SEDAN,1.914,0,0.0,70
25173,68621869,F,814.0,C,114.0,4,HBACK,0.836,0,0.0,61
25175,43548713,M,777.0,F,86.0,3,SEDAN,1.21,0,0.0,26
25176,95296639,F,717.0,C,99.0,2,UTE,2.86,0,0.0,46
25177,24287675,F,755.0,C,114.0,3,SEDAN,1.529,0,0.0,44
25178,35096381,F,756.0,B,113.0,4,STNWG,2.167,0,0.0,70
25179,20394938,F,642.0,C,148.5,1,HBACK,1.408,0,0.0,43
25181,33152223,F,799.0,A,98.4,3,SEDAN,1.496,0,0.0,86
25182,75241426,M,850.0,A,100.2,3,HBACK,1.265,0,0.0,65
25183,51464675,M,827.0,B,118.4,2,STNWG,4.004,0,0.0,57
25184,11830992,F,819.0,C,138.0,1,HBACK,1.4839,0,0.0,45
25185,62801065,F,778.0,A,44.6,3,HBACK,0.946,0,0.0,55
25186,29777862,M,668.0,C,148.5,4,SEDAN,0.682,0,0.0,48
25187,31239438,M,514.0,B,127.4,3,STNWG,2.761,0,0.0,47
25188,32218819,F,808.0,B,136.2,4,HBACK,0.561,0,0.0,57
25189,61850777,M,401.0,B,147.3,4,STNWG,1.969,0,0.0,51
25190,95506885,F,702.0,D,45.4,1,HBACK,2.255,0,0.0,81
25191,73322767,M,690.0,A,49.7,3,PANVN,1.892,1,271.7718112,26
25192,49575418,M,601.0,C,96.0,4,SEDAN,0.781,1,182.2272252,60
25193,78986436,F,731.0,A,99.1,3,SEDAN,1.21,0,0.0,80
25194,12723418,M,823.0,E,25.5,2,STNWG,4.037,0,0.0,63
25195,61375176,F,704.0,C,129.0,1,STNWG,5.203,0,0.0,57
25196,15753812,M,701.0,C,150.0,2,STNWG,4.323,0,0.0,62
25197,73911381,F,745.0,B,128.7,3,STNWG,1.529,0,0.0,42
25198,89952026,F,548.0,E,30.0,1,STNWG,7.9189,0,0.0,45
25199,59614371,M,788.0,C,147.0,4,UTE,0.407,0,0.0,75
25200,70598449,F,678.0,A,78.1,1,COUPE,12.1,0,0.0,65
25201,31677795,M,678.0,C,100.5,4,BUS,0.0,0,0.0,42
25202,18596115,M,397.0,A,83.6,4,STNWG,1.947,0,0.0,24
25203,38968611,F,724.0,B,136.2,2,SEDAN,2.519,0,0.0,47
25204,29766285,F,796.0,D,108.6,4,STNWG,0.517,0,0.0,47
25205,12500751,F,759.0,A,114.3,2,HDTOP,2.849,0,0.0,45
25206,78345765,M,841.0,B,114.8,2,SEDAN,1.749,0,0.0,72
25207,21847757,M,325.0,C,117.0,4,SEDAN,0.759,1,680.6693088,20
25208,19132060,M,652.0,C,135.0,4,SEDAN,0.385,0,0.0,50
25209,20444560,M,698.0,E,30.0,2,TRUCK,3.19,0,0.0,28
25210,95578756,F,724.0,C,118.5,4,SEDAN,1.001,1,405.1704905,34
25211,24640745,F,548.0,A,66.9,1,SEDAN,2.706,0,0.0,31
25212,87042121,F,721.0,C,135.0,3,SEDAN,1.067,0,0.0,55
25213,72577103,F,686.0,C,139.5,2,HBACK,1.815,0,0.0,56
25214,69066110,M,747.0,C,96.0,2,HBACK,1.793,0,0.0,82
25215,27650490,M,728.0,C,138.0,3,SEDAN,1.177,0,0.0,45
25216,21368147,M,805.0,B,144.9,4,SEDAN,0.858,0,0.0,52
25217,56171539,F,605.0,C,136.5,1,HBACK,1.628,0,0.0,59
25218,51041628,F,304.0,A,127.4,2,STNWG,3.938,0,0.0,49
25219,72962965,F,695.0,A,75.3,4,HBACK,0.616,0,0.0,59
25220,12993587,F,647.0,E,24.0,2,STNWG,4.455,0,0.0,42
25221,52746170,M,764.0,F,174.0,4,STNWG,2.013,0,0.0,39
25223,36507632,M,748.0,A,83.5,4,SEDAN,0.638,2,105.0722131,31
25224,14222458,F,332.0,B,126.0,3,SEDAN,1.122,1,2169.50211,35
25225,16826240,F,635.0,C,144.0,1,SEDAN,2.915,0,0.0,41
25226,13010625,M,668.0,C,148.5,2,STNWG,4.598,0,0.0,44
25227,76509377,F,724.0,F,106.0,4,UTE,1.65,0,0.0,50
25228,63566154,M,515.0,C,145.5,4,HBACK,0.913,0,0.0,30
25229,40559956,M,692.0,A,44.9,3,SEDAN,1.837,1,272.6443704,42
25230,48644670,F,618.0,A,115.9,1,SEDAN,3.564,1,4978.435797,43
25231,55963584,M,550.0,C,132.0,3,SEDAN,1.65,1,251.2266894,25
25232,79763783,F,732.0,A,113.2,3,HBACK,0.869,0,0.0,65
25233,18550029,F,457.0,C,124.5,3,HBACK,0.737,0,0.0,42
25234,52705597,F,654.0,C,115.5,1,HBACK,1.496,0,0.0,52
25235,16205057,F,628.0,A,88.2,1,HBACK,2.332,0,0.0,52
25236,51447733,M,703.0,C,148.5,2,HBACK,1.386,0,0.0,59
25237,36098077,F,733.0,C,118.5,1,SEDAN,2.8039,0,0.0,61
25238,59652278,F,807.0,D,138.3,3,STNWG,1.243,1,389.9952787,39
25239,43236098,F,807.0,C,147.0,1,HBACK,1.7149,0,0.0,41
25240,59976776,F,610.0,C,99.0,4,SEDAN,0.66,0,0.0,42
25242,62187703,M,685.0,C,130.5,1,HBACK,1.837,0,0.0,31
25243,51812845,M,520.0,F,130.0,4,STNWG,1.375,1,124.7609308,38
25244,96708324,M,680.0,D,117.4,2,UTE,1.419,0,0.0,59
25245,88211387,F,662.0,C,127.5,3,SEDAN,1.529,0,0.0,37
25247,51774418,F,668.0,E,52.5,4,UTE,2.277,0,0.0,32
25248,84035955,M,632.0,C,148.5,1,HBACK,1.738,2,1428.782627,59
25249,50127860,M,671.0,D,86.2,2,SEDAN,2.486,0,0.0,57
25250,39133584,M,712.0,E,34.5,2,HBACK,1.43,0,0.0,88
25251,57019415,F,531.0,E,52.5,1,SEDAN,2.706,1,6556.095777,35
25252,95154907,M,660.0,A,51.7,4,UTE,1.43,0,0.0,48
25253,65853925,F,601.0,A,85.3,2,CONVT,7.777,0,0.0,47
25254,23675184,F,751.0,C,145.5,4,UTE,1.815,0,0.0,64
25256,85376381,F,753.0,C,94.5,3,UTE,1.738,0,0.0,43
25257,45570648,F,610.0,B,128.1,3,HBACK,2.024,0,0.0,33
25258,35593883,M,709.0,C,144.0,3,SEDAN,1.265,0,0.0,44
25259,11713327,F,582.0,A,80.2,3,SEDAN,1.463,0,0.0,33
25260,74764764,M,660.0,F,76.0,2,STNWG,3.388,0,0.0,58
25261,59689780,M,505.0,C,138.0,2,SEDAN,2.222,2,3802.930308,46
25262,49625379,F,822.0,A,79.3,3,HBACK,1.804,0,0.0,50
