,gender,credit_score,area,traffic_index,veh_age,veh_body,veh_value,numclaims,claimcst0,age_at_eff_dt,Cluster
15309,M,496.0,B,116.1,3,SEDAN,1.661,0,0.0,66,Cluster 0
35663,F,683.0,A,96.7,4,HBACK,0.902,0,0.0,29,Cluster 0
27541,M,623.0,C,139.5,3,SEDAN,1.056,0,0.0,57,Cluster 0
41731,M,491.0,C,,2,STNWG,4.07,1,826.382506,32,Cluster 4
254,M,449.0,F,128.0,3,TRUCK,2.684,0,0.0,58,Cluster 3
33360,F,521.0,A,75.2,4,SEDAN,0.77,1,258.4596726,48,Cluster 4
969,M,694.0,D,87.9,3,STNWG,3.025,1,1592.22178,26,Cluster 4
55583,F,659.0,E,72.0,2,HBACK,1.892,0,0.0,38,Cluster 3
33602,F,742.0,D,146.8,1,SEDAN,2.805,0,0.0,59,Cluster 3
14220,M,691.0,D,175.9,1,UTE,4.213,0,0.0,53,Cluster 3
57872,F,536.0,E,34.5,4,HBACK,0.517,0,0.0,55,Cluster 0
16086,F,679.0,A,107.7,2,STNWG,2.618,0,0.0,38,Cluster 3
1355,F,450.0,E,43.5,4,STNWG,1.969,0,0.0,54,Cluster 0
40889,F,518.0,F,144.0,4,STNWG,2.277,0,0.0,57,Cluster 0
12017,M,697.0,C,135.0,1,SEDAN,2.596,0,0.0,49,Cluster 3
55066,M,,D,72.7,4,UTE,1.32,1,842.8999206,40,Cluster 4
9142,F,755.0,B,,2,HBACK,1.408,0,0.0,24,Cluster 3
10341,F,500.0,F,108.0,3,HDTOP,2.387,1,7401.684961,42,Cluster 4
22307,M,472.0,D,60.8,2,HBACK,1.804,1,3427.806076,33,Cluster 4
39406,F,690.0,C,142.5,1,SEDAN,2.31,0,0.0,59,Cluster 3
18404,F,754.0,B,112.1,3,SEDAN,1.243,0,0.0,70,Cluster 0
18447,F,718.0,B,97.4,4,STNWG,0.451,0,0.0,60,Cluster 0
28057,F,521.0,D,94.8,1,HBACK,2.156,0,0.0,60,Cluster 3
27011,F,532.0,C,145.5,1,HBACK,1.4839,0,0.0,41,Cluster 3
22788,F,759.0,C,109.5,2,HBACK,1.496,0,0.0,59,Cluster 3
40069,F,376.0,B,119.9,3,HBACK,1.309,0,0.0,36,Cluster 0
45822,F,536.0,F,94.0,4,STNWG,0.374,0,0.0,67,Cluster 0
34261,F,819.0,C,112.5,4,HBACK,0.308,0,0.0,62,Cluster 0
60251,F,784.0,C,142.5,3,HBACK,1.419,0,0.0,40,Cluster 0
49428,M,761.0,B,80.3,4,STNWG,1.661,0,0.0,48,Cluster 0
31686,F,691.0,B,90.3,2,SEDAN,1.936,0,0.0,58,Cluster 3
46449,M,650.0,B,,2,HBACK,1.925,2,778.2304635,43,Cluster 4
18220,M,823.0,A,90.1,3,STNWG,1.529,0,0.0,54,Cluster 0
39856,F,607.0,C,109.5,3,SEDAN,1.276,0,0.0,23,Cluster 0
23229,F,619.0,C,132.0,2,SEDAN,2.178,0,0.0,44,Cluster 3
6356,F,,C,133.5,4,STNWG,0.77,0,0.0,39,Cluster 0
24529,M,612.0,A,51.6,4,STNWG,2.112,0,0.0,60,Cluster 0
40535,M,807.0,C,127.5,3,STNWG,2.145,0,0.0,71,Cluster 0
48370,M,670.0,D,114.4,1,SEDAN,1.87,1,684.7604429,52,Cluster 4
29895,F,825.0,B,152.1,4,SEDAN,0.726,0,0.0,78,Cluster 0
12366,M,775.0,A,,2,HBACK,1.936,0,0.0,78,Cluster 3
10461,F,676.0,C,148.5,1,STNWG,3.212,0,0.0,33,Cluster 3
32640,M,844.0,B,157.4,1,STNWG,5.104,0,0.0,67,Cluster 3
58058,F,700.0,C,142.5,2,HBACK,1.518,0,0.0,49,Cluster 3
55962,F,844.0,A,120.3,3,SEDAN,1.639,0,0.0,69,Cluster 0
9993,M,705.0,A,99.0,3,SEDAN,1.133,0,0.0,72,Cluster 0
461,F,729.0,C,148.5,2,SEDAN,1.672,0,0.0,63,Cluster 3
19089,F,754.0,B,96.6,3,SEDAN,0.99,0,0.0,91,Cluster 0
14987,M,553.0,C,133.5,3,HBACK,0.935,0,0.0,35,Cluster 0
33993,F,602.0,A,83.6,3,SEDAN,1.815,0,0.0,53,Cluster 0
57401,M,797.0,B,117.1,2,HBACK,2.189,0,0.0,30,Cluster 3
56515,F,687.0,A,109.3,4,HBACK,0.902,0,0.0,38,Cluster 0
24707,F,455.0,D,80.1,3,HBACK,1.848,1,3519.279998,34,Cluster 4
58600,F,752.0,C,115.5,1,SEDAN,2.805,0,0.0,61,Cluster 3
14947,M,827.0,C,124.5,1,HBACK,1.496,1,837.1300509,84,Cluster 4
45295,F,509.0,C,145.5,4,HBACK,0.484,0,0.0,37,Cluster 0
7304,F,614.0,C,90.0,3,HBACK,0.869,0,0.0,60,Cluster 0
57041,M,672.0,B,119.1,4,TRUCK,0.869,2,2130.042337,27,Cluster 4
31547,F,606.0,D,0.0,4,PANVN,0.759,0,0.0,45,Cluster 0
18930,F,839.0,C,126.0,4,TRUCK,1.298,0,0.0,79,Cluster 0
49889,F,703.0,D,82.0,2,SEDAN,1.782,0,0.0,57,Cluster 3
16909,M,617.0,E,55.5,3,UTE,2.288,0,0.0,35,Cluster 0
33796,M,642.0,A,116.4,2,HBACK,1.331,0,0.0,41,Cluster 3
36348,F,471.0,B,99.9,2,SEDAN,1.826,0,0.0,84,Cluster 3
54281,F,781.0,D,76.0,4,UTE,0.462,0,0.0,36,Cluster 0
29136,M,657.0,A,115.2,3,UTE,2.002,0,0.0,42,Cluster 0
10387,M,547.0,F,72.0,4,STNWG,1.771,0,0.0,63,Cluster 0
57864,F,647.0,A,96.2,2,SEDAN,1.738,0,0.0,38,Cluster 3
38865,M,,C,139.5,3,STNWG,4.026,1,2065.293235,41,Cluster 4
18580,F,325.0,A,69.2,2,STNWG,2.651,0,0.0,36,Cluster 3
9482,F,648.0,E,42.0,3,UTE,1.87,0,0.0,35,Cluster 0
47936,M,,A,46.4,3,SEDAN,1.639,0,0.0,43,Cluster 0
54172,M,794.0,E,36.0,1,STNWG,3.135,0,0.0,62,Cluster 3
27945,F,604.0,C,138.0,1,SEDAN,3.036,0,0.0,56,Cluster 3
55806,M,628.0,A,79.3,3,HBACK,1.518,0,0.0,59,Cluster 0
59254,M,397.0,C,145.5,2,STNWG,4.488,0,0.0,46,Cluster 3
60336,M,763.0,B,,1,STNWG,5.7596,0,0.0,46,Cluster 3
12719,M,827.0,A,89.1,3,TRUCK,0.814,0,0.0,59,Cluster 0
31716,F,732.0,A,43.9,2,HBACK,1.232,0,0.0,48,Cluster 3
54048,M,393.0,E,40.5,3,MCARA,5.83,0,0.0,60,Cluster 3
19040,M,779.0,A,117.0,2,STNWG,3.949,0,0.0,44,Cluster 3
51325,F,790.0,D,127.9,4,STNWG,1.584,0,0.0,53,Cluster 0
16592,M,650.0,B,129.2,2,SEDAN,2.002,1,712.6805915,53,Cluster 4
31219,F,710.0,C,106.5,2,SEDAN,1.342,0,0.0,52,Cluster 3
23135,M,327.0,E,48.0,1,STNWG,5.203,1,44308.76187,34,Cluster 1
56277,F,378.0,C,147.0,2,STNWG,2.387,0,0.0,37,Cluster 3
1083,F,844.0,C,127.5,2,HBACK,1.727,0,0.0,50,Cluster 3
57486,F,678.0,C,121.5,4,SEDAN,0.869,0,0.0,36,Cluster 0
12302,M,717.0,C,112.5,3,STNWG,4.4,0,0.0,55,Cluster 3
6944,F,624.0,C,,3,SEDAN,1.298,0,0.0,23,Cluster 0
44173,F,703.0,B,122.0,1,SEDAN,2.002,0,0.0,39,Cluster 3
49654,F,675.0,F,116.0,4,STNWG,1.804,0,0.0,44,Cluster 0
42836,F,565.0,E,73.5,4,SEDAN,1.012,0,0.0,65,Cluster 0
2288,F,712.0,B,139.1,3,SEDAN,1.661,0,0.0,70,Cluster 0
48080,F,628.0,A,88.3,4,HBACK,0.759,0,0.0,48,Cluster 0
52468,M,744.0,C,144.0,3,TRUCK,2.904,0,0.0,32,Cluster 3
1595,M,837.0,B,119.2,1,UTE,2.354,0,0.0,70,Cluster 3
53665,F,846.0,A,64.4,3,SEDAN,1.771,0,0.0,86,Cluster 0
14979,M,644.0,A,91.1,1,STNWG,3.861,0,0.0,47,Cluster 3
31188,F,629.0,B,125.6,1,SEDAN,2.266,0,0.0,52,Cluster 3
49934,M,757.0,B,117.5,1,STNWG,6.237,0,0.0,57,Cluster 3
19918,F,477.0,C,127.5,2,SEDAN,2.189,0,0.0,84,Cluster 3
9033,M,610.0,A,74.4,3,STNWG,1.87,0,0.0,38,Cluster 0
15430,M,673.0,C,138.0,3,HBACK,2.618,1,155.9874429,57,Cluster 4
35360,F,335.0,C,120.0,3,STNWG,1.056,0,0.0,49,Cluster 0
25681,M,769.0,B,135.5,3,SEDAN,1.32,0,0.0,58,Cluster 0
41889,M,652.0,C,147.0,4,MIBUS,1.353,0,0.0,53,Cluster 0
26968,F,543.0,D,78.7,3,SEDAN,0.99,3,3468.464078,41,Cluster 4
8964,F,625.0,B,154.4,3,HBACK,0.902,1,338.8635723,42,Cluster 4
53662,F,768.0,B,123.8,3,SEDAN,1.243,0,0.0,58,Cluster 0
15091,M,728.0,B,134.5,3,HBACK,1.683,0,0.0,50,Cluster 0
14468,M,747.0,A,70.8,4,PANVN,0.682,0,0.0,58,Cluster 0
5391,F,413.0,B,,1,SEDAN,2.497,1,27719.49949,70,Cluster 2
24225,F,809.0,D,41.5,1,SEDAN,5.555,0,0.0,63,Cluster 3
6952,F,644.0,C,136.5,4,STNWG,1.155,0,0.0,48,Cluster 0
51798,F,690.0,A,71.8,2,HBACK,1.639,0,0.0,32,Cluster 3
22158,F,474.0,F,102.0,1,STNWG,5.016,0,0.0,37,Cluster 3
11959,M,654.0,A,,2,UTE,3.608,0,0.0,38,Cluster 3
48902,F,397.0,B,149.2,1,HBACK,1.7039,1,11851.52595,22,Cluster 2
17830,F,,A,80.8,3,STNWG,1.738,0,0.0,36,Cluster 0
11654,M,765.0,A,102.3,4,HBACK,0.924,0,0.0,65,Cluster 0
18616,F,765.0,A,90.0,2,SEDAN,2.123,0,0.0,61,Cluster 3
13165,F,782.0,E,9.0,4,SEDAN,0.781,0,0.0,63,Cluster 0
39033,F,623.0,A,80.3,3,PANVN,1.694,0,0.0,56,Cluster 0
52166,M,649.0,B,135.0,4,SEDAN,0.803,1,112.3251943,55,Cluster 4
57229,F,702.0,B,100.1,2,SEDAN,2.156,0,0.0,22,Cluster 3
56957,F,656.0,B,103.0,3,HBACK,1.386,0,0.0,47,Cluster 0
41184,M,,A,86.0,4,TRUCK,1.694,0,0.0,22,Cluster 0
54345,F,,E,,2,SEDAN,2.387,0,0.0,43,Cluster 3
26878,F,520.0,C,132.0,2,STNWG,3.223,0,0.0,42,Cluster 3
43504,F,765.0,A,,1,STNWG,4.917,0,0.0,62,Cluster 3
15973,F,372.0,C,145.5,2,HBACK,1.353,1,838.6520392,38,Cluster 4
42414,M,848.0,C,114.0,1,TRUCK,3.6674,0,0.0,49,Cluster 3
49391,M,701.0,D,117.8,2,HBACK,2.464,0,0.0,62,Cluster 3
40444,M,715.0,A,81.6,2,SEDAN,2.508,0,0.0,67,Cluster 3
18703,M,608.0,B,118.8,1,SEDAN,2.662,0,0.0,49,Cluster 3
6353,F,762.0,D,67.9,1,SEDAN,3.025,0,0.0,39,Cluster 3
55244,M,688.0,D,71.1,1,STNWG,4.653,0,0.0,53,Cluster 3
19125,M,844.0,A,119.8,2,SEDAN,1.331,0,0.0,57,Cluster 3
36362,F,829.0,E,27.0,1,SEDAN,2.86,0,0.0,60,Cluster 3
37064,F,840.0,E,57.0,4,HBACK,0.99,0,0.0,57,Cluster 0
46557,F,643.0,A,70.3,1,HDTOP,2.684,0,0.0,46,Cluster 3
56355,F,811.0,C,132.0,4,STNWG,1.32,0,0.0,36,Cluster 0
28243,F,706.0,C,75.0,3,STNWG,2.497,0,0.0,52,Cluster 0
15808,M,,A,92.5,1,SEDAN,6.336,0,0.0,24,Cluster 3
27138,F,340.0,D,140.2,4,UTE,0.836,1,919.5437721,37,Cluster 4
28340,M,663.0,B,106.9,2,SEDAN,2.057,0,0.0,50,Cluster 3
10957,F,476.0,B,104.2,3,SEDAN,1.243,0,0.0,34,Cluster 0
51304,F,664.0,D,137.1,3,HBACK,0.924,0,0.0,41,Cluster 0
3399,M,332.0,A,71.1,3,SEDAN,1.045,0,0.0,51,Cluster 0
5834,M,826.0,A,56.2,3,STNWG,2.321,0,0.0,56,Cluster 0
23148,M,537.0,C,144.0,1,SEDAN,18.678,0,0.0,61,Cluster 3
55347,F,670.0,A,119.5,4,HBACK,0.418,0,0.0,45,Cluster 0
19598,F,843.0,B,110.3,4,HBACK,0.407,0,0.0,56,Cluster 0
13805,F,768.0,B,121.2,2,UTE,2.299,0,0.0,63,Cluster 3
30437,F,798.0,B,137.8,3,SEDAN,0.924,0,0.0,61,Cluster 0
35378,M,,D,83.8,3,HBACK,1.177,0,0.0,33,Cluster 0
52948,F,750.0,C,144.0,2,HBACK,1.782,0,0.0,52,Cluster 3
44520,F,656.0,A,70.0,2,HBACK,1.804,0,0.0,59,Cluster 3
45721,M,514.0,A,98.2,2,SEDAN,2.079,0,0.0,69,Cluster 3
12271,M,308.0,C,145.5,3,HBACK,1.837,2,5125.424498,21,Cluster 4
13052,F,843.0,A,56.8,3,SEDAN,1.408,0,0.0,53,Cluster 0
31794,F,603.0,F,108.0,1,STNWG,5.28,0,0.0,37,Cluster 3
54463,M,849.0,B,137.9,1,HDTOP,2.695,0,0.0,33,Cluster 3
52439,M,729.0,C,130.5,3,SEDAN,2.178,0,0.0,67,Cluster 0
32308,F,790.0,A,103.2,4,SEDAN,0.979,0,0.0,65,Cluster 0
58781,F,607.0,B,110.0,4,HBACK,0.682,0,0.0,70,Cluster 0
44937,M,688.0,C,115.5,4,STNWG,2.112,0,0.0,56,Cluster 0
30036,F,821.0,C,145.5,1,SEDAN,2.178,0,0.0,56,Cluster 3
43996,M,747.0,A,90.2,2,STNWG,2.761,0,0.0,55,Cluster 3
4281,M,696.0,C,138.0,4,UTE,1.969,0,0.0,44,Cluster 0
3894,M,360.0,A,93.4,4,STNWG,1.287,1,1760.799108,27,Cluster 4
44604,F,617.0,B,136.7,3,SEDAN,1.419,0,0.0,45,Cluster 0
15383,F,812.0,E,57.0,3,HBACK,1.001,0,0.0,69,Cluster 0
3616,F,588.0,D,,4,STNWG,1.485,1,212.8803735,42,Cluster 4
34511,F,518.0,D,150.3,4,HBACK,0.891,1,746.6761934,32,Cluster 4
59307,F,670.0,D,91.5,3,SEDAN,1.43,0,0.0,56,Cluster 0
12735,F,677.0,B,95.0,1,HBACK,1.5389,0,0.0,47,Cluster 3
15441,F,,B,135.9,4,MIBUS,1.848,0,0.0,50,Cluster 0
35714,F,346.0,A,66.4,4,HBACK,0.924,0,0.0,36,Cluster 0
4950,F,655.0,B,117.9,3,SEDAN,1.639,0,0.0,57,Cluster 0
25896,F,531.0,C,117.0,2,SEDAN,1.584,0,0.0,36,Cluster 3
41760,F,847.0,B,90.7,2,HBACK,1.386,0,0.0,64,Cluster 3
2039,M,753.0,D,96.5,3,STNWG,2.882,0,0.0,53,Cluster 3
18128,F,,B,137.2,1,STNWG,5.368,0,0.0,21,Cluster 3
25746,F,804.0,D,51.2,4,SEDAN,0.583,0,0.0,66,Cluster 0
21629,M,746.0,C,121.5,3,SEDAN,1.133,0,0.0,41,Cluster 0
51281,M,730.0,B,144.5,2,TRUCK,3.135,0,0.0,42,Cluster 3
59953,M,775.0,B,99.7,3,SEDAN,1.298,0,0.0,61,Cluster 0
27539,F,831.0,D,56.4,4,TRUCK,1.342,0,0.0,68,Cluster 0
52139,M,479.0,C,136.5,1,SEDAN,2.013,0,0.0,58,Cluster 3
12394,M,707.0,B,126.0,4,STNWG,2.145,0,0.0,41,Cluster 0
13530,M,,A,96.5,2,STNWG,6.083,0,0.0,56,Cluster 3
53595,M,634.0,A,57.8,4,COUPE,0.627,0,0.0,42,Cluster 0
26409,M,847.0,B,126.6,3,STNWG,3.19,0,0.0,49,Cluster 3
31270,F,677.0,C,118.5,2,SEDAN,2.541,0,0.0,51,Cluster 3
19526,F,789.0,A,65.8,2,HBACK,2.024,0,0.0,41,Cluster 3
5217,M,826.0,A,59.7,1,SEDAN,3.432,0,0.0,79,Cluster 3
12164,M,318.0,B,103.8,2,UTE,2.376,1,8110.985944,82,Cluster 2
29948,F,606.0,F,,2,STNWG,4.257,0,0.0,44,Cluster 3
45198,M,822.0,B,169.4,3,SEDAN,0.902,0,0.0,64,Cluster 0
58892,F,818.0,E,78.0,4,SEDAN,0.429,0,0.0,79,Cluster 0
36246,M,738.0,F,84.0,4,STNWG,1.408,0,0.0,50,Cluster 0
32992,M,728.0,D,95.1,1,UTE,3.982,2,7482.28438,24,Cluster 4
28999,M,798.0,D,84.4,1,HBACK,2.046,0,0.0,40,Cluster 3
41697,M,460.0,A,78.4,1,UTE,4.499,1,5030.065124,26,Cluster 4
35957,M,815.0,D,93.6,2,SEDAN,1.76,0,0.0,75,Cluster 3
21521,F,744.0,C,129.0,3,HBACK,1.386,0,0.0,57,Cluster 0
38747,F,770.0,B,93.5,4,HBACK,0.429,0,0.0,64,Cluster 0
16291,F,593.0,D,98.5,3,SEDAN,0.836,0,0.0,44,Cluster 0
50531,M,436.0,A,73.0,1,HBACK,1.595,0,0.0,29,Cluster 3
57823,M,314.0,C,100.5,4,UTE,1.463,1,609.9102374,33,Cluster 4
26770,M,408.0,C,120.0,4,STNWG,2.068,1,2643.119999,34,Cluster 4
168,F,586.0,F,,3,UTE,1.65,1,622.2987926,39,Cluster 4
11817,M,794.0,A,60.3,3,SEDAN,1.727,0,0.0,49,Cluster 0
54356,F,734.0,E,40.5,4,STNWG,2.145,0,0.0,39,Cluster 0
27524,F,803.0,D,154.7,3,SEDAN,2.299,0,0.0,71,Cluster 0
45216,M,815.0,D,108.3,3,SEDAN,1.287,0,0.0,82,Cluster 0
37959,F,684.0,A,75.5,3,STNWG,2.794,0,0.0,45,Cluster 3
44473,M,799.0,A,59.7,1,UTE,4.7839,0,0.0,24,Cluster 3
27995,F,783.0,C,118.5,3,SEDAN,1.265,0,0.0,25,Cluster 0
4696,F,628.0,B,128.7,2,HBACK,1.089,0,0.0,47,Cluster 3
46868,M,800.0,B,87.4,4,STNWG,0.517,0,0.0,82,Cluster 0
39861,M,840.0,D,106.3,4,SEDAN,0.429,0,0.0,73,Cluster 0
19518,M,689.0,C,117.0,3,HBACK,0.902,0,0.0,56,Cluster 0
25257,F,610.0,B,128.1,3,HBACK,2.024,0,0.0,33,Cluster 0
18007,M,554.0,A,100.8,2,HBACK,1.683,2,3360.382543,47,Cluster 4
22943,F,769.0,E,78.0,1,SEDAN,3.245,0,0.0,51,Cluster 3
48339,M,760.0,D,61.6,4,SEDAN,1.661,0,0.0,44,Cluster 0
28285,F,801.0,A,65.9,3,HBACK,0.836,0,0.0,56,Cluster 0
50548,M,829.0,E,,1,STNWG,5.038,0,0.0,48,Cluster 3
6091,M,800.0,A,89.0,3,STNWG,1.474,0,0.0,56,Cluster 0
46083,M,691.0,C,109.5,2,HBACK,1.936,0,0.0,51,Cluster 3
40859,M,821.0,A,36.4,2,UTE,1.661,0,0.0,87,Cluster 3
44909,F,626.0,E,28.5,3,HBACK,0.825,0,0.0,31,Cluster 0
7344,M,716.0,A,91.3,1,SEDAN,2.75,0,0.0,53,Cluster 3
31599,F,811.0,A,109.8,1,HBACK,1.441,0,0.0,55,Cluster 3
57912,M,810.0,E,54.0,4,PANVN,0.66,0,0.0,62,Cluster 0
48384,F,719.0,B,123.3,3,SEDAN,1.408,0,0.0,46,Cluster 0
38925,M,698.0,B,109.9,1,SEDAN,1.936,0,0.0,70,Cluster 3
44346,M,661.0,A,121.7,1,SEDAN,2.8589,1,3505.07993,27,Cluster 4
23066,M,,E,60.0,3,STNWG,2.453,0,0.0,28,Cluster 3
55397,F,,C,78.0,3,SEDAN,1.023,0,0.0,33,Cluster 0
25035,M,840.0,C,145.5,4,STNWG,1.408,0,0.0,83,Cluster 0
10194,F,765.0,B,116.6,2,HBACK,1.375,0,0.0,44,Cluster 3
45919,F,565.0,A,79.9,2,HBACK,1.914,0,0.0,51,Cluster 3
23007,F,639.0,C,150.0,2,HBACK,1.914,0,0.0,46,Cluster 3
41629,M,610.0,A,93.7,4,HDTOP,1.155,0,0.0,32,Cluster 0
1665,M,650.0,C,100.5,1,STNWG,3.63,0,0.0,33,Cluster 3
53888,M,843.0,B,92.4,2,MIBUS,4.224,0,0.0,70,Cluster 3
4371,F,646.0,F,,3,STNWG,2.057,0,0.0,33,Cluster 0
35610,F,831.0,C,117.0,2,HBACK,1.914,0,0.0,68,Cluster 3
13684,M,824.0,B,116.0,2,HBACK,1.837,1,959.3026556,77,Cluster 4
40145,F,367.0,C,135.0,3,HBACK,0.979,1,4311.868479,79,Cluster 4
49718,F,762.0,E,22.5,4,SEDAN,0.396,0,0.0,30,Cluster 0
59585,F,442.0,D,124.4,1,STNWG,3.102,1,24027.54821,27,Cluster 2
33527,F,372.0,A,65.5,4,HBACK,0.748,0,0.0,27,Cluster 0
26197,F,837.0,A,66.5,3,SEDAN,1.485,0,0.0,75,Cluster 0
56600,F,840.0,C,123.0,4,HBACK,0.561,0,0.0,48,Cluster 0
29595,F,543.0,C,138.0,4,SEDAN,0.627,0,0.0,59,Cluster 0
17585,F,527.0,A,79.4,2,SEDAN,1.958,0,0.0,56,Cluster 3
39975,F,566.0,A,91.3,2,STNWG,2.783,0,0.0,49,Cluster 3
4284,F,793.0,A,85.2,1,SEDAN,3.025,0,0.0,35,Cluster 3
28111,F,812.0,D,125.6,2,SEDAN,2.827,0,0.0,56,Cluster 3
40003,M,647.0,E,25.5,1,STNWG,3.564,0,0.0,57,Cluster 3
26989,F,823.0,E,21.0,1,HBACK,2.079,0,0.0,71,Cluster 3
32141,M,522.0,D,127.6,4,TRUCK,1.551,0,0.0,45,Cluster 0
12675,F,831.0,D,72.1,4,TRUCK,2.409,0,0.0,62,Cluster 0
39467,M,813.0,C,85.5,1,SEDAN,3.025,0,0.0,67,Cluster 3
34746,M,675.0,D,90.7,3,SEDAN,1.276,0,0.0,85,Cluster 0
57968,F,345.0,A,54.3,4,HBACK,0.726,0,0.0,22,Cluster 0
11456,F,473.0,C,133.5,1,SEDAN,2.321,0,0.0,25,Cluster 3
39456,F,824.0,B,134.6,1,HBACK,1.43,0,0.0,72,Cluster 3
28964,M,733.0,A,88.4,2,PANVN,2.222,0,0.0,42,Cluster 3
18721,F,671.0,D,95.9,2,STNWG,3.454,0,0.0,54,Cluster 3
32995,M,776.0,B,132.6,3,UTE,3.256,0,0.0,33,Cluster 3
31068,M,823.0,D,133.0,2,SEDAN,2.354,0,0.0,63,Cluster 3
60133,M,847.0,A,110.8,4,STNWG,2.013,0,0.0,61,Cluster 0
24361,M,636.0,E,49.5,4,UTE,2.189,0,0.0,48,Cluster 0
4317,M,804.0,D,140.0,1,STNWG,2.97,1,3412.593299,72,Cluster 4
18912,F,546.0,C,76.5,4,SEDAN,0.781,0,0.0,51,Cluster 0
2420,F,833.0,B,132.4,1,HBACK,1.903,0,0.0,85,Cluster 3
38054,F,717.0,C,115.5,4,HBACK,1.111,0,0.0,63,Cluster 0
36335,M,614.0,E,90.0,3,STNWG,3.674,1,3335.962685,65,Cluster 4
12368,M,805.0,A,113.6,3,SEDAN,1.067,0,0.0,52,Cluster 0
51821,M,509.0,E,39.0,3,STNWG,2.541,1,4290.780094,31,Cluster 4
58581,M,799.0,A,96.4,4,MIBUS,1.54,0,0.0,47,Cluster 0
51521,M,583.0,D,71.3,1,HBACK,1.562,1,7845.833326,65,Cluster 4
36480,M,757.0,A,74.0,1,HBACK,2.024,0,0.0,42,Cluster 3
27660,F,700.0,A,65.7,4,SEDAN,0.781,0,0.0,60,Cluster 0
54522,M,632.0,C,90.0,3,SEDAN,1.397,0,0.0,58,Cluster 0
28770,F,656.0,B,81.4,1,STNWG,3.872,0,0.0,33,Cluster 3
45502,F,646.0,A,87.6,1,HBACK,1.771,0,0.0,35,Cluster 3
33843,F,742.0,A,47.9,3,STNWG,2.068,0,0.0,53,Cluster 0
16099,M,657.0,D,98.4,2,UTE,2.871,0,0.0,41,Cluster 3
28973,F,635.0,B,135.4,4,SEDAN,0.781,1,330.8425273,51,Cluster 4
25973,F,623.0,A,57.7,4,STNWG,2.695,0,0.0,60,Cluster 0
5312,F,302.0,F,126.0,3,STNWG,2.046,0,0.0,37,Cluster 0
40714,F,539.0,D,81.3,3,SEDAN,1.364,0,0.0,24,Cluster 0
40748,M,762.0,F,134.0,1,SEDAN,2.134,0,0.0,29,Cluster 3
15432,M,815.0,B,103.3,4,SEDAN,0.451,0,0.0,65,Cluster 0
9028,F,806.0,E,76.5,3,HBACK,0.858,0,0.0,48,Cluster 0
35975,M,791.0,A,57.9,3,SEDAN,1.408,0,0.0,52,Cluster 0
33604,F,654.0,D,103.0,2,STNWG,2.53,0,0.0,35,Cluster 3
16037,F,,A,60.8,4,SEDAN,0.352,0,0.0,27,Cluster 0
23138,F,,C,130.5,1,SEDAN,2.046,0,0.0,35,Cluster 3
45448,M,,A,82.5,3,UTE,2.178,0,0.0,38,Cluster 0
19757,F,575.0,A,49.1,2,STNWG,3.355,0,0.0,36,Cluster 3
4734,F,396.0,A,113.8,2,HBACK,2.079,0,0.0,28,Cluster 3
45636,M,325.0,C,136.5,2,UTE,2.695,1,5736.62236,87,Cluster 4
32050,M,713.0,D,54.8,2,SEDAN,1.287,0,0.0,34,Cluster 3
38891,M,693.0,B,135.4,2,SEDAN,2.365,1,881.3510383,48,Cluster 4
25195,F,704.0,C,129.0,1,STNWG,5.203,0,0.0,57,Cluster 3
54458,M,655.0,A,104.0,3,SEDAN,1.727,0,0.0,73,Cluster 0
19300,F,667.0,B,136.0,2,HBACK,1.595,0,0.0,55,Cluster 3
14870,F,649.0,B,122.5,4,HBACK,0.484,0,0.0,64,Cluster 0
17495,F,690.0,B,124.7,4,HBACK,0.759,0,0.0,57,Cluster 0
40070,M,620.0,A,83.7,4,STNWG,0.462,0,0.0,49,Cluster 0
58057,F,774.0,C,141.0,3,STNWG,3.223,0,0.0,60,Cluster 3
40212,M,764.0,B,91.9,4,STNWG,0.506,0,0.0,59,Cluster 0
21472,M,564.0,C,85.5,4,HBACK,0.495,0,0.0,45,Cluster 0
10624,M,688.0,C,142.5,4,STNWG,1.947,1,186.1545739,67,Cluster 4
46268,M,801.0,E,,4,STNWG,0.627,0,0.0,77,Cluster 0
17383,F,842.0,D,111.7,3,SEDAN,1.551,0,0.0,92,Cluster 0
8638,F,726.0,B,149.3,3,SEDAN,1.078,0,0.0,44,Cluster 0
36004,M,686.0,C,123.0,4,SEDAN,0.77,0,0.0,32,Cluster 0
47329,F,714.0,A,47.1,4,MIBUS,0.0,0,0.0,65,Cluster 0
41363,M,632.0,B,139.1,2,SEDAN,5.511,0,0.0,44,Cluster 3
34162,F,763.0,F,132.0,2,SEDAN,2.266,0,0.0,60,Cluster 3
4715,F,691.0,B,140.2,2,SEDAN,1.815,0,0.0,47,Cluster 3
52616,F,482.0,E,,3,STNWG,2.992,1,2585.500087,33,Cluster 4
5120,F,372.0,B,164.9,4,HBACK,0.451,3,2499.506914,43,Cluster 4
10555,M,632.0,B,117.5,4,TRUCK,1.177,0,0.0,51,Cluster 0
26817,F,611.0,C,141.0,3,STNWG,1.881,0,0.0,57,Cluster 0
25094,F,816.0,E,,3,HDTOP,1.914,0,0.0,33,Cluster 0
53864,F,645.0,A,102.3,2,SEDAN,1.54,0,0.0,54,Cluster 3
53123,F,630.0,E,24.0,2,STNWG,4.488,0,0.0,57,Cluster 3
