,gender,credit_score,area,traffic_index,veh_age,veh_body,veh_value,numclaims,claimcst0,age_at_eff_dt,Cluster
43943,F,,D,94.7,3,SEDAN,1.507,0,0.0,39,Cluster 2
15586,F,705.0,B,103.6,3,HBACK,1.221,0,0.0,68,Cluster 2
41487,F,702.0,B,129.8,4,SEDAN,0.649,0,0.0,66,Cluster 2
7288,M,309.0,A,64.3,3,SEDAN,0.979,1,9233.229451,80,Cluster 0
23506,M,500.0,C,138.0,1,UTE,4.7839,0,0.0,39,Cluster 2
31192,F,,A,83.8,1,COUPE,14.971,0,0.0,37,Cluster 2
27930,M,688.0,B,118.8,3,HDTOP,3.421,0,0.0,42,Cluster 2
38767,F,387.0,D,111.2,4,SEDAN,0.792,2,4772.263696,59,Cluster 0
45410,M,797.0,C,150.0,4,HBACK,1.023,0,0.0,52,Cluster 2
11712,M,636.0,A,90.9,1,HBACK,1.419,0,0.0,31,Cluster 2
7216,F,769.0,C,142.5,3,HBACK,0.748,0,0.0,54,Cluster 2
38560,F,674.0,B,,3,SEDAN,1.144,0,0.0,41,Cluster 2
56854,F,754.0,B,152.3,3,SEDAN,1.661,0,0.0,51,Cluster 2
35069,M,303.0,C,,2,SEDAN,1.749,1,2557.852417,21,Cluster 0
12643,F,,A,92.7,2,STNWG,3.091,0,0.0,39,Cluster 2
9442,M,785.0,F,120.0,4,COUPE,0.605,0,0.0,67,Cluster 2
51536,F,698.0,D,114.2,3,STNWG,1.848,0,0.0,41,Cluster 2
59242,M,586.0,C,141.0,4,SEDAN,0.847,0,0.0,47,Cluster 2
33217,M,338.0,E,34.5,2,SEDAN,2.75,1,7423.048956,36,Cluster 0
20334,F,667.0,C,123.0,2,HBACK,1.43,0,0.0,36,Cluster 2
27199,M,700.0,A,110.2,2,STNWG,4.862,0,0.0,60,Cluster 2
49974,F,414.0,A,79.6,3,SEDAN,1.276,0,0.0,50,Cluster 2
32399,M,312.0,F,122.0,4,STNWG,1.65,1,707.6176761,35,Cluster 0
36892,M,407.0,A,17.5,2,HBACK,3.498,0,0.0,22,Cluster 2
22435,F,609.0,C,97.5,2,HBACK,1.133,0,0.0,52,Cluster 2
20893,F,430.0,A,70.1,4,STNWG,0.781,1,702.0948746,31,Cluster 0
54135,M,511.0,F,182.0,4,UTE,0.88,1,258.1259387,37,Cluster 0
15026,M,651.0,C,138.0,2,TRUCK,1.463,0,0.0,40,Cluster 2
17923,F,835.0,A,64.4,4,SEDAN,1.045,0,0.0,67,Cluster 2
26809,F,700.0,B,86.7,2,SEDAN,1.716,0,0.0,55,Cluster 2
16783,F,452.0,E,31.5,3,SEDAN,1.122,0,0.0,73,Cluster 2
27240,M,730.0,A,58.8,3,SEDAN,2.167,0,0.0,63,Cluster 2
41071,M,802.0,C,145.5,3,SEDAN,1.122,0,0.0,42,Cluster 2
30290,M,739.0,F,130.0,1,SEDAN,2.552,1,414.9853604,51,Cluster 0
23439,F,638.0,B,130.4,2,SEDAN,1.991,0,0.0,44,Cluster 2
47557,F,,C,115.5,2,SEDAN,1.551,0,0.0,47,Cluster 2
35271,M,756.0,C,93.0,4,HBACK,1.265,1,186.4592601,77,Cluster 0
55190,F,725.0,D,90.6,3,SEDAN,1.628,0,0.0,34,Cluster 2
9770,F,786.0,B,103.6,1,HBACK,2.189,0,0.0,34,Cluster 2
43412,M,836.0,B,,3,STNWG,1.474,0,0.0,63,Cluster 2
53532,M,393.0,F,,3,TRUCK,2.607,2,3832.62881,30,Cluster 0
11038,M,491.0,F,72.0,4,UTE,0.88,0,0.0,40,Cluster 2
29433,M,639.0,C,148.5,1,SEDAN,2.222,0,0.0,50,Cluster 2
25992,M,847.0,A,80.1,4,SEDAN,0.341,0,0.0,82,Cluster 2
17870,F,762.0,A,86.3,4,HBACK,0.792,0,0.0,62,Cluster 2
51153,M,604.0,A,,4,SEDAN,1.045,0,0.0,51,Cluster 2
13679,F,749.0,D,61.3,4,UTE,1.342,0,0.0,38,Cluster 2
41145,M,711.0,C,142.5,1,SEDAN,4.3989,0,0.0,24,Cluster 2
54860,F,621.0,C,99.0,4,HBACK,0.924,0,0.0,43,Cluster 2
47298,F,841.0,D,104.0,1,HBACK,1.65,0,0.0,54,Cluster 2
31246,F,801.0,C,148.5,3,HBACK,1.496,0,0.0,65,Cluster 2
23663,M,773.0,C,124.5,4,STNWG,1.375,0,0.0,55,Cluster 2
35190,F,601.0,A,65.2,4,SEDAN,1.056,0,0.0,43,Cluster 2
59618,M,835.0,C,114.0,4,HBACK,0.836,0,0.0,67,Cluster 2
467,F,699.0,B,,1,HBACK,1.54,0,0.0,45,Cluster 2
34456,F,766.0,E,45.0,2,TRUCK,3.564,0,0.0,69,Cluster 2
58427,F,811.0,E,63.0,3,HBACK,0.957,0,0.0,77,Cluster 2
3312,M,781.0,E,55.5,3,STNWG,3.113,0,0.0,35,Cluster 2
47166,F,774.0,B,134.9,4,HDTOP,1.276,0,0.0,67,Cluster 2
53907,F,840.0,E,51.0,1,STNWG,3.036,0,0.0,31,Cluster 2
60159,F,680.0,C,142.5,4,HBACK,0.55,0,0.0,48,Cluster 2
11352,F,669.0,C,103.5,2,SEDAN,1.892,0,0.0,56,Cluster 2
51277,F,715.0,B,140.5,4,SEDAN,0.407,0,0.0,56,Cluster 2
8623,F,601.0,C,142.5,4,HDTOP,1.067,1,483.1735766,38,Cluster 0
29233,F,663.0,A,100.3,2,HBACK,1.76,0,0.0,49,Cluster 2
56931,F,614.0,B,157.7,1,HBACK,2.4574,0,0.0,65,Cluster 2
693,M,759.0,A,50.5,3,SEDAN,1.749,0,0.0,56,Cluster 2
24809,M,616.0,C,133.5,3,HBACK,0.968,0,0.0,54,Cluster 2
14309,M,461.0,C,145.5,4,TRUCK,0.44,1,1340.622323,52,Cluster 0
27106,M,,A,71.6,4,UTE,0.506,0,0.0,43,Cluster 2
46948,M,804.0,C,148.5,1,STNWG,8.129,0,0.0,37,Cluster 2
36039,F,794.0,D,73.9,2,HBACK,1.639,0,0.0,74,Cluster 2
43495,M,609.0,A,90.2,1,HBACK,1.54,1,3049.396696,48,Cluster 0
16076,F,603.0,D,127.0,3,SEDAN,2.541,1,1986.719991,24,Cluster 0
38250,F,551.0,D,123.7,1,STNWG,4.8389,0,0.0,61,Cluster 2
22298,F,632.0,B,121.9,2,HBACK,1.617,0,0.0,33,Cluster 2
50902,F,387.0,D,161.1,4,STNWG,1.837,0,0.0,44,Cluster 2
16561,F,802.0,E,106.5,3,STNWG,2.662,0,0.0,64,Cluster 2
8195,F,692.0,A,82.5,4,STNWG,1.309,0,0.0,29,Cluster 2
15344,F,603.0,E,19.5,4,STNWG,2.475,0,0.0,44,Cluster 2
52597,F,673.0,A,67.1,1,SEDAN,3.575,0,0.0,59,Cluster 2
10187,F,837.0,B,149.8,4,MIBUS,1.661,0,0.0,69,Cluster 2
50685,F,622.0,C,133.5,2,HBACK,1.353,1,607.2665939,27,Cluster 0
41385,M,633.0,A,91.9,3,STNWG,2.167,0,0.0,56,Cluster 2
33063,M,708.0,B,94.7,3,SEDAN,1.617,0,0.0,69,Cluster 2
43587,F,842.0,B,117.3,3,HBACK,1.254,0,0.0,56,Cluster 2
30569,F,523.0,A,71.5,4,HBACK,0.33,0,0.0,38,Cluster 2
16119,F,674.0,C,142.5,3,SEDAN,1.452,0,0.0,59,Cluster 2
55863,M,804.0,B,117.6,2,STNWG,5.841,0,0.0,56,Cluster 2
52001,F,805.0,C,132.0,4,SEDAN,0.506,0,0.0,63,Cluster 2
27112,M,718.0,A,61.4,2,STNWG,2.134,1,799.3265054,45,Cluster 0
3892,F,,B,85.8,3,STNWG,2.53,0,0.0,31,Cluster 2
34902,F,439.0,B,94.1,3,HBACK,0.836,1,1283.768814,53,Cluster 0
5244,F,734.0,C,135.0,4,HBACK,0.506,0,0.0,74,Cluster 2
36345,M,685.0,B,121.6,3,HBACK,1.122,0,0.0,45,Cluster 2
43966,M,743.0,E,18.0,3,SEDAN,1.331,0,0.0,34,Cluster 2
8576,F,800.0,A,94.9,4,SEDAN,0.418,0,0.0,67,Cluster 2
28859,M,551.0,D,121.7,3,STNWG,2.497,3,2478.728393,37,Cluster 0
38653,F,630.0,C,130.5,3,STNWG,2.552,0,0.0,63,Cluster 2
47005,F,714.0,D,136.9,3,SEDAN,0.99,0,0.0,59,Cluster 2
12382,F,849.0,C,109.5,4,STNWG,0.473,0,0.0,61,Cluster 2
52416,F,465.0,D,108.0,1,HBACK,2.145,0,0.0,44,Cluster 2
22769,M,701.0,A,48.0,2,HBACK,1.287,0,0.0,45,Cluster 2
42,M,693.0,B,115.0,4,STNWG,0.814,0,0.0,53,Cluster 2
5376,F,370.0,D,77.4,3,HBACK,1.089,0,0.0,53,Cluster 2
46061,M,782.0,E,,3,UTE,1.859,0,0.0,66,Cluster 2
4049,M,775.0,D,59.4,4,STNWG,0.902,0,0.0,53,Cluster 2
32874,F,557.0,B,95.9,2,HBACK,1.507,2,757.1656071,32,Cluster 0
55982,F,696.0,C,150.0,4,STNWG,2.178,0,0.0,53,Cluster 2
55698,F,,C,111.0,2,HBACK,1.705,0,0.0,26,Cluster 2
54564,M,704.0,C,129.0,3,SEDAN,4.378,0,0.0,43,Cluster 2
55511,F,824.0,B,134.1,3,HBACK,0.847,0,0.0,71,Cluster 2
5811,F,617.0,C,105.0,1,SEDAN,2.046,0,0.0,80,Cluster 2
40269,F,811.0,B,137.2,1,STNWG,6.16,0,0.0,29,Cluster 2
60347,F,753.0,C,147.0,2,STNWG,4.444,0,0.0,65,Cluster 2
20742,M,630.0,A,50.3,4,HBACK,0.451,0,0.0,61,Cluster 2
46539,F,838.0,A,70.9,4,SEDAN,0.429,0,0.0,76,Cluster 2
48316,F,337.0,B,147.4,4,SEDAN,0.836,1,4576.77453,75,Cluster 0
44681,F,798.0,C,115.5,4,SEDAN,0.495,0,0.0,59,Cluster 2
33188,M,831.0,C,148.5,4,TRUCK,0.462,0,0.0,63,Cluster 2
34270,M,778.0,F,82.0,3,TRUCK,3.278,0,0.0,51,Cluster 2
56130,F,765.0,A,55.2,4,SEDAN,0.671,0,0.0,68,Cluster 2
35242,F,781.0,E,,1,STNWG,5.764,0,0.0,68,Cluster 2
1217,F,669.0,A,,1,HBACK,1.4839,0,0.0,57,Cluster 2
28317,F,312.0,C,,3,HBACK,0.913,0,0.0,29,Cluster 2
20526,F,833.0,C,141.0,2,SEDAN,6.215,0,0.0,54,Cluster 2
48205,M,825.0,C,141.0,2,STNWG,4.411,0,0.0,58,Cluster 2
18732,M,,E,75.0,3,UTE,2.013,2,19241.44711,27,Cluster 1
43044,F,661.0,B,108.3,2,STNWG,4.356,0,0.0,42,Cluster 2
35408,M,814.0,C,126.0,3,SEDAN,1.518,0,0.0,63,Cluster 2
26301,M,682.0,C,145.5,4,STNWG,2.629,0,0.0,47,Cluster 2
52478,F,645.0,A,89.1,1,HBACK,1.529,0,0.0,57,Cluster 2
8764,F,770.0,E,39.0,2,UTE,3.806,0,0.0,37,Cluster 2
54767,F,674.0,E,,4,UTE,0.902,0,0.0,26,Cluster 2
87,M,842.0,C,136.5,3,HBACK,1.551,0,0.0,76,Cluster 2
27768,F,386.0,A,58.2,3,HBACK,0.99,0,0.0,35,Cluster 2
43819,M,699.0,B,130.3,2,SEDAN,2.937,0,0.0,38,Cluster 2
11565,F,,E,87.0,2,SEDAN,1.804,0,0.0,24,Cluster 2
14253,F,672.0,B,130.0,1,STNWG,5.17,0,0.0,40,Cluster 2
10654,M,682.0,C,139.5,4,HDTOP,1.111,0,0.0,59,Cluster 2
27437,M,596.0,B,100.9,1,HBACK,1.595,0,0.0,32,Cluster 2
15060,M,642.0,C,147.0,1,UTE,4.7289,3,10002.64055,60,Cluster 0
30819,F,606.0,B,,4,HBACK,0.902,0,0.0,48,Cluster 2
25443,F,735.0,C,,4,HBACK,0.594,0,0.0,35,Cluster 2
16628,F,354.0,C,148.5,4,SEDAN,0.781,1,2299.731566,45,Cluster 0
10015,M,743.0,A,88.2,1,STNWG,3.5189,0,0.0,61,Cluster 2
58740,F,366.0,C,121.5,4,STNWG,1.485,0,0.0,24,Cluster 2
34143,F,444.0,D,79.3,4,SEDAN,0.484,3,3526.544794,57,Cluster 0
44556,F,599.0,F,86.0,4,STNWG,2.486,0,0.0,44,Cluster 2
2483,F,532.0,F,98.0,3,HBACK,1.342,0,0.0,26,Cluster 2
35706,F,700.0,F,78.0,4,STNWG,2.42,0,0.0,31,Cluster 2
25223,M,748.0,A,83.5,4,SEDAN,0.638,2,105.0722131,31,Cluster 0
57798,M,470.0,F,70.0,4,STNWG,2.442,0,0.0,32,Cluster 2
58725,M,827.0,B,96.9,4,UTE,0.264,1,166.7611186,84,Cluster 0
44729,F,,B,138.1,3,HBACK,0.748,0,0.0,21,Cluster 2
10760,M,647.0,F,132.0,3,STNWG,3.212,0,0.0,48,Cluster 2
32627,F,848.0,C,126.0,2,SEDAN,2.189,0,0.0,59,Cluster 2
19693,M,546.0,B,117.9,4,UTE,0.506,1,2299.260545,68,Cluster 0
8349,M,,B,111.0,4,STNWG,1.309,0,0.0,32,Cluster 2
12872,F,764.0,C,123.0,3,HBACK,0.836,0,0.0,54,Cluster 2
51373,F,785.0,E,22.5,2,HBACK,1.298,0,0.0,56,Cluster 2
23102,F,817.0,A,90.9,2,HBACK,3.509,0,0.0,51,Cluster 2
60155,F,807.0,D,90.7,4,HBACK,1.034,0,0.0,47,Cluster 2
54397,F,686.0,C,147.0,2,HBACK,1.661,0,0.0,42,Cluster 2
4074,F,778.0,B,124.0,3,STNWG,2.706,0,0.0,50,Cluster 2
44242,M,655.0,B,147.7,2,SEDAN,2.046,0,0.0,47,Cluster 2
52319,F,691.0,D,100.5,4,STNWG,1.661,0,0.0,69,Cluster 2
55721,F,711.0,A,94.1,1,HBACK,1.5389,0,0.0,55,Cluster 2
41834,M,671.0,B,,3,HBACK,0.979,0,0.0,33,Cluster 2
37124,M,417.0,C,54.0,4,STNWG,1.463,1,4104.283166,30,Cluster 0
27312,M,608.0,B,133.5,4,STNWG,0.429,1,647.1506126,72,Cluster 0
40302,M,321.0,B,101.8,4,HBACK,0.814,3,3633.524143,51,Cluster 0
55617,F,,C,87.0,4,COUPE,1.815,0,0.0,44,Cluster 2
58216,F,785.0,C,138.0,4,HDTOP,1.012,0,0.0,54,Cluster 2
42033,F,763.0,A,58.0,3,SEDAN,1.386,0,0.0,66,Cluster 2
2381,F,680.0,A,77.0,4,MIBUS,2.354,0,0.0,41,Cluster 2
54184,F,752.0,C,141.0,3,SEDAN,1.826,0,0.0,63,Cluster 2
15677,M,637.0,C,145.5,3,SEDAN,0.979,0,0.0,52,Cluster 2
1648,M,770.0,C,144.0,2,SEDAN,1.881,0,0.0,79,Cluster 2
37632,F,788.0,A,99.2,4,SEDAN,1.067,0,0.0,52,Cluster 2
50434,M,654.0,C,123.0,3,SEDAN,2.079,0,0.0,41,Cluster 2
16494,M,715.0,D,41.2,3,STNWG,2.805,0,0.0,70,Cluster 2
5743,F,447.0,D,88.6,2,HBACK,2.002,1,6576.400455,72,Cluster 0
42419,M,646.0,D,58.7,4,STNWG,1.672,1,455.4927026,43,Cluster 0
32121,F,760.0,B,131.1,3,SEDAN,1.232,0,0.0,49,Cluster 2
6678,M,674.0,B,116.4,3,COUPE,1.628,0,0.0,52,Cluster 2
39180,F,849.0,D,97.9,2,STNWG,3.608,0,0.0,57,Cluster 2
6097,M,744.0,C,147.0,1,PANVN,2.937,0,0.0,70,Cluster 2
58284,F,648.0,C,145.5,4,SEDAN,0.792,0,0.0,42,Cluster 2
37968,M,751.0,C,115.5,4,SEDAN,0.473,0,0.0,58,Cluster 2
48884,F,411.0,A,,2,SEDAN,2.035,0,0.0,22,Cluster 2
48981,M,808.0,C,118.5,3,SEDAN,1.419,0,0.0,89,Cluster 2
5305,M,832.0,A,95.6,4,SEDAN,0.803,0,0.0,83,Cluster 2
25433,M,746.0,B,149.0,2,UTE,1.969,0,0.0,64,Cluster 2
42283,F,763.0,D,83.2,1,HBACK,2.01883,1,767.081865,49,Cluster 0
48582,M,803.0,F,110.0,2,STNWG,3.432,0,0.0,53,Cluster 2
5617,M,588.0,B,119.8,4,HBACK,0.451,0,0.0,55,Cluster 2
11152,F,828.0,C,129.0,4,HBACK,0.869,0,0.0,63,Cluster 2
26445,F,834.0,C,127.5,1,STNWG,3.036,0,0.0,69,Cluster 2
19202,M,786.0,B,173.2,1,PANVN,3.036,0,0.0,48,Cluster 2
42784,F,834.0,A,65.4,4,HBACK,0.715,0,0.0,36,Cluster 2
24966,F,845.0,A,70.2,1,SEDAN,2.222,0,0.0,73,Cluster 2
13510,M,804.0,A,63.0,1,SEDAN,24.959,0,0.0,73,Cluster 2
43304,M,624.0,F,108.0,2,SEDAN,2.596,1,106.0674785,35,Cluster 0
31239,F,792.0,C,139.5,4,SEDAN,0.66,0,0.0,34,Cluster 2
17916,F,817.0,C,135.0,2,HBACK,1.661,0,0.0,49,Cluster 2
36680,M,736.0,B,119.7,4,SEDAN,0.396,0,0.0,50,Cluster 2
35297,F,682.0,B,124.1,3,HBACK,1.012,0,0.0,49,Cluster 2
31177,M,816.0,C,139.5,4,STNWG,1.441,0,0.0,72,Cluster 2
27881,F,760.0,C,144.0,4,MIBUS,1.386,0,0.0,40,Cluster 2
12396,F,549.0,C,133.5,3,STNWG,2.541,0,0.0,35,Cluster 2
54351,F,,A,70.9,4,STNWG,0.649,0,0.0,34,Cluster 2
6448,F,494.0,C,112.5,3,CONVT,17.567,1,48831.37534,92,Cluster 1
9734,F,614.0,A,91.7,4,MIBUS,1.639,0,0.0,46,Cluster 2
33770,M,793.0,C,111.0,4,SEDAN,0.715,0,0.0,39,Cluster 2
24030,F,444.0,D,120.7,1,HBACK,1.628,1,6896.239622,44,Cluster 0
54808,F,342.0,C,139.5,4,SEDAN,0.847,1,3820.927778,73,Cluster 0
35094,M,799.0,A,86.0,2,STNWG,3.069,0,0.0,66,Cluster 2
59966,F,791.0,E,13.5,1,STNWG,3.113,0,0.0,81,Cluster 2
21305,M,648.0,F,128.0,2,HBACK,1.826,0,0.0,38,Cluster 2
1979,M,769.0,B,140.7,3,STNWG,2.717,0,0.0,69,Cluster 2
11255,F,643.0,D,45.9,2,STNWG,2.376,0,0.0,39,Cluster 2
13155,F,626.0,B,139.0,2,HBACK,1.243,0,0.0,52,Cluster 2
11848,M,641.0,B,133.9,1,STNWG,3.102,1,1245.692615,36,Cluster 0
40407,F,611.0,D,92.7,4,SEDAN,0.737,0,0.0,54,Cluster 2
56070,F,778.0,A,92.3,2,SEDAN,1.815,0,0.0,63,Cluster 2
10847,M,835.0,B,107.9,3,SEDAN,1.298,0,0.0,88,Cluster 2
16411,M,729.0,B,95.5,2,SEDAN,1.694,2,2376.685815,70,Cluster 0
16855,M,607.0,E,,2,TRUCK,3.63,0,0.0,46,Cluster 2
15437,M,660.0,F,110.0,2,STNWG,5.555,0,0.0,42,Cluster 2
43047,M,830.0,B,148.1,1,HBACK,2.596,0,0.0,87,Cluster 2
17409,F,670.0,C,123.0,1,STNWG,3.036,0,0.0,47,Cluster 2
445,F,660.0,D,82.1,1,STNWG,7.755,0,0.0,52,Cluster 2
3323,F,522.0,C,79.5,3,HBACK,1.045,0,0.0,26,Cluster 2
55510,F,729.0,E,97.5,2,HBACK,1.573,0,0.0,66,Cluster 2
19667,F,801.0,A,89.4,3,SEDAN,0.979,0,0.0,70,Cluster 2
59226,M,651.0,C,112.5,2,SEDAN,2.09,1,1092.333665,21,Cluster 0
6959,M,552.0,A,64.0,2,HBACK,1.551,0,0.0,34,Cluster 2
26693,F,671.0,C,147.0,4,SEDAN,0.429,0,0.0,21,Cluster 2
17230,M,731.0,B,92.0,2,UTE,1.474,0,0.0,61,Cluster 2
40023,M,,B,159.0,2,STNWG,6.666,1,1573.715849,42,Cluster 0
27780,F,749.0,C,109.5,2,HBACK,1.617,0,0.0,82,Cluster 2
30300,M,725.0,B,106.2,4,HDTOP,1.342,0,0.0,32,Cluster 2
5849,M,799.0,D,99.5,4,HBACK,0.781,0,0.0,68,Cluster 2
2922,F,663.0,A,90.4,2,SEDAN,2.508,0,0.0,54,Cluster 2
42826,F,,B,113.4,3,SEDAN,0.957,0,0.0,32,Cluster 2
36563,M,430.0,A,82.6,1,STNWG,3.201,3,54352.34343,80,Cluster 1
17603,F,656.0,B,107.3,4,STNWG,0.0,0,0.0,49,Cluster 2
12247,F,720.0,F,124.0,3,STNWG,2.706,0,0.0,46,Cluster 2
4527,M,770.0,A,84.7,4,STNWG,0.88,0,0.0,54,Cluster 2
33630,M,787.0,A,84.3,1,SEDAN,2.068,0,0.0,82,Cluster 2
32276,F,732.0,B,102.0,1,STNWG,3.212,0,0.0,45,Cluster 2
27394,M,390.0,D,94.0,2,UTE,2.761,0,0.0,34,Cluster 2
12552,F,845.0,E,43.5,1,HBACK,1.507,0,0.0,68,Cluster 2
27979,M,,A,77.2,3,SEDAN,1.1,0,0.0,38,Cluster 2
49608,M,624.0,B,132.7,4,STNWG,2.09,1,1637.042105,83,Cluster 0
13079,M,339.0,B,180.6,3,TRUCK,2.761,0,0.0,42,Cluster 2
48346,F,714.0,A,77.0,4,HBACK,1.089,0,0.0,58,Cluster 2
41681,M,324.0,A,60.8,3,HBACK,0.836,1,1817.695176,49,Cluster 0
29639,F,666.0,B,119.5,4,TRUCK,0.506,0,0.0,55,Cluster 2
40951,F,,B,130.1,2,HBACK,1.309,0,0.0,31,Cluster 2
57589,F,811.0,C,133.5,3,HBACK,0.814,0,0.0,78,Cluster 2
26022,F,675.0,A,72.7,4,SEDAN,0.495,0,0.0,32,Cluster 2
21941,F,762.0,A,100.2,4,STNWG,0.913,0,0.0,58,Cluster 2
37179,F,726.0,C,148.5,2,HBACK,1.54,0,0.0,37,Cluster 2
59878,F,,B,88.0,3,HBACK,1.65,0,0.0,34,Cluster 2
56263,M,361.0,C,133.5,1,HBACK,1.628,0,0.0,33,Cluster 2
999,F,483.0,B,116.0,4,SEDAN,0.649,0,0.0,49,Cluster 2
45207,F,673.0,E,27.0,1,SEDAN,2.3089,0,0.0,22,Cluster 2
47983,F,624.0,B,98.0,4,SEDAN,0.583,0,0.0,58,Cluster 2
8444,F,,C,121.5,1,HBACK,1.397,0,0.0,31,Cluster 2
30641,F,,B,147.7,3,SEDAN,1.045,0,0.0,52,Cluster 2
23354,F,646.0,C,,4,HBACK,0.297,0,0.0,55,Cluster 2
48628,F,690.0,C,135.0,2,SEDAN,1.65,1,141.1888017,28,Cluster 0
38071,F,551.0,C,106.5,3,SEDAN,1.342,0,0.0,79,Cluster 2
10895,F,656.0,D,50.0,3,SEDAN,1.111,1,1046.442638,21,Cluster 0
22970,F,651.0,C,148.5,4,SEDAN,0.484,0,0.0,59,Cluster 2
49618,M,796.0,C,120.0,4,SEDAN,1.958,0,0.0,92,Cluster 2
30996,F,761.0,B,91.7,4,HBACK,0.418,0,0.0,51,Cluster 2
53760,M,735.0,B,100.2,3,STNWG,2.651,0,0.0,44,Cluster 2
23694,F,723.0,C,132.0,1,HBACK,1.298,0,0.0,43,Cluster 2
6846,F,559.0,C,150.0,2,HBACK,1.43,2,2021.284849,29,Cluster 0
46464,M,736.0,B,115.8,4,HBACK,0.605,4,813.7882025,67,Cluster 0
24400,F,784.0,C,133.5,4,HBACK,0.594,0,0.0,57,Cluster 2
20069,M,645.0,C,105.0,1,SEDAN,4.301,0,0.0,41,Cluster 2
59271,M,734.0,D,65.6,3,STNWG,2.288,0,0.0,77,Cluster 2
14727,F,651.0,A,64.3,2,SEDAN,2.123,0,0.0,42,Cluster 2
25575,M,705.0,D,82.6,1,SEDAN,2.4739,0,0.0,57,Cluster 2
27264,F,,B,123.8,2,SEDAN,1.606,0,0.0,38,Cluster 2
33061,F,695.0,C,150.0,4,HBACK,0.726,0,0.0,41,Cluster 2
52195,F,483.0,D,76.1,4,STNWG,0.781,0,0.0,49,Cluster 2
49660,M,715.0,E,31.5,1,SEDAN,2.695,0,0.0,54,Cluster 2
131,M,,A,81.7,1,STNWG,6.1963,0,0.0,43,Cluster 2
31202,M,641.0,E,40.5,4,STNWG,1.518,0,0.0,30,Cluster 2
52352,M,,F,118.0,1,STNWG,6.138,1,438.1631105,21,Cluster 0
23557,M,694.0,A,54.3,4,SEDAN,0.847,0,0.0,24,Cluster 2
2728,M,555.0,C,117.0,2,SEDAN,2.277,1,1883.314417,32,Cluster 0
15552,F,327.0,D,51.4,2,HBACK,1.441,1,8282.735011,23,Cluster 0
17238,F,362.0,F,152.0,3,STNWG,3.597,0,0.0,49,Cluster 2
13195,M,797.0,E,31.5,2,UTE,3.201,0,0.0,66,Cluster 2
57925,F,844.0,D,80.5,4,HBACK,1.43,0,0.0,56,Cluster 2
26570,F,478.0,C,121.5,4,SEDAN,0.407,0,0.0,39,Cluster 2
45149,M,668.0,A,90.1,3,STNWG,2.992,0,0.0,40,Cluster 2
22184,F,696.0,B,109.6,4,SEDAN,0.506,0,0.0,47,Cluster 2
40226,M,342.0,B,128.5,3,SEDAN,1.98,1,4589.985126,34,Cluster 0
9729,F,797.0,C,148.5,4,HBACK,0.66,0,0.0,46,Cluster 2
43998,F,749.0,C,132.0,3,SEDAN,1.947,0,0.0,54,Cluster 2
14161,M,453.0,F,80.0,1,STNWG,4.917,1,1112.65362,36,Cluster 0
9710,F,,D,64.9,3,HBACK,1.177,0,0.0,40,Cluster 2
44539,F,658.0,A,63.8,3,SEDAN,1.441,0,0.0,46,Cluster 2
47000,M,610.0,C,130.5,1,STNWG,3.41,0,0.0,30,Cluster 2
43560,F,698.0,C,105.0,3,SEDAN,1.815,0,0.0,68,Cluster 2
38017,F,760.0,A,99.4,1,HBACK,1.529,0,0.0,55,Cluster 2
19266,M,680.0,E,49.5,2,UTE,2.101,0,0.0,50,Cluster 2
24359,F,510.0,C,142.5,3,SEDAN,1.694,0,0.0,26,Cluster 2
29946,M,828.0,C,141.0,2,TRUCK,3.96,0,0.0,52,Cluster 2
23371,M,758.0,E,52.5,3,SEDAN,1.364,0,0.0,60,Cluster 2
8826,M,698.0,A,106.8,4,SEDAN,0.506,0,0.0,39,Cluster 2
10939,M,818.0,C,147.0,1,SEDAN,2.552,0,0.0,41,Cluster 2
41622,M,431.0,B,142.5,3,HBACK,1.056,1,2671.789574,39,Cluster 0
17970,F,518.0,E,30.0,2,STNWG,2.574,0,0.0,54,Cluster 2
29466,F,480.0,C,127.5,3,SEDAN,1.76,0,0.0,51,Cluster 2
47344,F,807.0,C,112.5,2,SEDAN,1.551,0,0.0,45,Cluster 2
28395,F,686.0,D,32.6,4,STNWG,0.693,0,0.0,69,Cluster 2
18506,M,750.0,E,36.0,4,STNWG,1.298,0,0.0,65,Cluster 2
33427,F,606.0,E,22.5,3,UTE,2.244,0,0.0,37,Cluster 2
24511,M,805.0,B,119.0,1,UTE,4.7839,0,0.0,63,Cluster 2
37329,F,830.0,B,103.7,4,SEDAN,0.605,0,0.0,44,Cluster 2
30608,F,751.0,C,85.5,2,STNWG,5.104,0,0.0,46,Cluster 2
5830,M,816.0,C,148.5,2,HBACK,1.595,0,0.0,78,Cluster 2
32586,M,818.0,B,126.7,4,HBACK,0.814,0,0.0,64,Cluster 2
6507,F,734.0,A,73.3,4,SEDAN,0.781,0,0.0,56,Cluster 2
50786,M,465.0,B,142.1,4,SEDAN,0.572,1,370.0218611,45,Cluster 0
16500,M,568.0,D,72.1,2,SEDAN,1.782,1,1759.511392,53,Cluster 0
56367,F,784.0,A,106.3,4,HBACK,0.583,0,0.0,83,Cluster 2
56752,F,484.0,A,,1,STNWG,3.201,0,0.0,42,Cluster 2
42613,M,685.0,C,103.5,4,UTE,1.606,2,284.5303805,34,Cluster 0
